NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;DRR;QDRR
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240716;0.8;1;16.3;1;358;9;24.4;1;1356;9;19.6;1;20.4;1;8.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240717;0.0;1;12.1;1;407;9;27.6;1;1358;9;19.9;1;19.9;1;15.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240718;0.0;1;13.7;1;332;9;30.8;1;1353;9;22.6;1;22.3;1;17.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240719;0.0;1;16.1;1;413;9;34.5;1;1531;9;26.2;1;25.3;1;18.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240720;11.6;1;17.5;1;427;9;32.7;1;1512;9;26.2;1;25.1;1;15.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240721;2.6;1;19.3;1;319;9;27.2;1;1500;9;21.8;1;23.3;1;7.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240722;1.4;1;14.4;1;429;9;26.2;1;1357;9;20.8;1;20.3;1;11.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240723;1.4;1;18.7;1;339;9;24.7;1;1402;9;20.0;1;21.7;1;6.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240724;0.0;1;13.4;1;426;9;26.3;1;1631;9;19.6;1;19.9;1;12.9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240725;2.2;1;15.4;1;405;9;29.3;1;1424;9;22.9;1;22.4;1;13.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240726;13.5;1;18.2;1;834;9;22.4;1;1439;9;20.1;1;20.3;1;4.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240727;5.2;1;16.4;1;508;9;19.2;1;1334;9;17.5;1;17.8;1;2.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240728;0.0;1;10.8;1;421;9;26.1;1;1717;9;18.6;1;18.5;1;15.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240729;0.0;1;13.0;1;409;9;31.2;1;1530;9;22.4;1;22.1;1;18.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240730;7.2;1;18.1;1;241;9;36.7;1;1534;9;27.5;1;27.4;1;18.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240731;5.3;1;20.8;1;437;9;31.4;1;1316;9;25.0;1;26.1;1;10.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240801;0.8;1;19.6;1;513;9;31.7;1;1310;9;24.5;1;25.7;1;12.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240802;0.0;1;18.3;1;349;9;29.5;1;1328;9;23.1;1;23.9;1;11.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240803;1.0;1;14.4;1;407;9;26.0;1;1522;9;20.7;1;20.2;1;11.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240804;0.0;1;17.6;1;519;9;26.4;1;1559;9;21.1;1;22.0;1;8.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240805;0.0;1;13.1;1;433;9;30.6;1;1647;9;22.0;1;21.9;1;17.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240806;0.2;1;14.3;1;433;9;30.7;1;1552;9;23.2;1;22.5;1;16.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240807;0.0;1;16.3;1;522;9;26.7;1;1426;9;20.9;1;21.5;1;10.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240808;0.0;1;15.4;1;522;9;29.0;1;1534;9;22.1;1;22.2;1;13.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240809;0.2;1;18.0;1;58;9;27.5;1;1614;9;22.5;1;22.8;1;9.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240810;0.0;1;14.5;1;457;9;30.8;1;1542;9;22.7;1;22.7;1;16.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240811;0.0;1;15.0;1;447;9;33.5;1;1559;9;24.7;1;24.3;1;18.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240812;0.0;1;18.6;1;405;9;37.8;1;1429;9;28.6;1;28.2;1;19.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240813;0.6;1;21.0;1;457;9;28.5;1;1422;9;24.1;1;24.8;1;7.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240814;3.7;1;18.9;1;515;9;28.4;1;1327;9;22.0;1;23.7;1;9.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240815;0.0;1;17.6;1;505;9;28.5;1;1533;9;22.7;1;23.1;1;10.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240816;0.8;1;16.1;1;318;9;27.3;1;1306;9;22.5;1;21.7;1;11.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240817;47.2;1;19.5;1;945;9;20.3;1;1129;9;19.7;1;19.9;1;0.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240818;0.0;1;15.1;1;216;9;22.7;1;1340;9;17.5;1;18.9;1;7.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240819;0.2;1;11.0;1;424;9;24.2;1;1526;9;17.3;1;17.6;1;13.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240820;4.8;1;12.1;1;323;9;25.5;1;1210;9;17.9;1;18.8;1;13.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240821;0.2;1;10.8;1;432;9;23.4;1;1418;9;16.6;1;17.1;1;12.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240822;0.0;1;10.2;1;447;9;26.7;1;1506;9;18.9;1;18.5;1;16.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240823;0.0;1;16.4;1;226;9;25.9;1;1534;9;21.6;1;21.2;1;9.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240824;1.0;1;18.8;1;511;9;30.8;1;1336;9;21.9;1;24.8;1;12.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240825;0.0;1;11.6;1;506;9;23.5;1;1330;9;16.9;1;17.6;1;11.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240826;0.0;1;9.7;1;440;9;25.7;1;1615;9;17.3;1;17.7;1;16.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240827;0.0;1;11.3;1;438;9;28.2;1;1541;9;19.2;1;19.8;1;16.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240828;0.0;1;12.5;1;457;9;32.7;1;1552;9;22.4;1;22.6;1;20.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240829;0.2;1;18.1;1;2325;9;27.7;1;1314;9;21.9;1;22.9;1;9.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240830;13.4;1;16.2;1;203;9;19.7;1;1243;9;17.7;1;18.0;1;3.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240831;1.2;1;14.3;1;526;9;25.4;1;1514;9;19.7;1;19.9;1;11.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240901;0.0;1;17.1;1;46;9;29.6;1;1330;9;22.8;1;23.4;1;12.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240902;0.2;1;16.2;1;505;9;26.8;1;1430;9;21.2;1;21.5;1;10.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240903;0.8;1;18.6;1;428;9;21.9;1;1408;9;19.5;1;20.3;1;3.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240904;13.7;1;16.3;1;2039;9;24.1;1;1447;9;19.3;1;20.2;1;7.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240905;22.7;1;14.7;1;640;9;18.1;1;1600;9;15.5;1;16.4;1;3.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240906;0.4;1;10.7;1;450;9;24.3;1;1519;9;17.0;1;17.5;1;13.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240907;1.0;1;14.6;1;2207;9;23.2;1;1251;9;18.3;1;18.9;1;8.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240908;10.0;1;13.5;1;426;9;22.3;1;1304;9;16.8;1;17.9;1;8.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240909;0.6;1;15.6;1;434;9;19.3;1;1219;9;16.6;1;17.5;1;3.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240910;3.2;1;11.3;1;514;9;19.2;1;1242;9;15.7;1;15.3;1;7.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240911;0.0;1;12.3;1;452;9;18.1;1;1455;9;14.2;1;15.2;1;5.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240912;1.0;1;6.2;1;533;9;17.2;1;1345;9;11.3;1;11.7;1;11.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240913;0.2;1;5.1;1;451;9;19.1;1;1338;9;11.5;1;12.1;1;14.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240914;0.2;1;5.5;1;532;9;18.8;1;1345;9;11.6;1;12.2;1;13.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240915;0.0;1;4.7;1;519;9;20.7;1;1504;9;12.8;1;12.7;1;16.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240916;0.0;1;9.6;1;217;9;21.4;1;1516;9;16.0;1;15.5;1;11.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240917;0.0;1;13.3;1;529;9;22.3;1;1511;9;16.6;1;17.8;1;9.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240918;0.6;1;12.9;1;527;9;25.3;1;1417;9;18.9;1;19.1;1;12.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240919;0.0;1;13.4;1;537;9;26.4;1;1344;9;18.9;1;19.9;1;13.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240920;0.4;1;11.1;1;320;9;25.4;1;1427;9;17.8;1;18.3;1;14.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240921;3.2;1;14.1;1;152;9;25.0;1;1157;9;19.4;1;19.6;1;10.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240922;5.4;1;16.3;1;352;9;21.1;1;1209;9;17.6;1;18.7;1;4.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240923;5.2;1;14.9;1;654;9;20.2;1;1327;9;16.1;1;17.6;1;5.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240924;3.6;1;14.1;1;2050;9;17.5;1;1547;9;15.2;1;15.8;1;3.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240925;25.9;1;13.0;1;30;9;16.8;1;1157;9;15.1;1;14.9;1;3.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240926;14.8;1;14.6;1;1451;9;19.1;1;1210;9;16.0;1;16.9;1;4.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240927;5.0;1;12.0;1;542;9;16.6;1;1041;9;13.4;1;14.3;1;4.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240928;0.2;1;5.3;1;537;9;16.3;1;1504;9;10.1;1;10.8;1;11.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240929;0.4;1;3.5;1;340;9;14.1;1;556;9;9.7;1;8.8;1;10.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20240930;0.2;1;11.6;1;1801;9;18.1;1;1515;9;15.4;1;14.9;1;6.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241001;0.0;1;11.9;1;555;9;19.8;1;1429;9;14.8;1;15.9;1;7.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241002;0.8;1;11.3;1;2110;9;16.4;1;1448;9;13.7;1;13.9;1;5.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241003;0.0;1;10.9;1;1800;9;15.2;1;1319;9;11.3;1;13.1;1;4.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241004;0.2;1;3.6;1;551;9;18.1;1;1344;9;9.6;1;10.9;1;14.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241005;0.2;1;3.4;1;557;9;18.8;1;1302;9;10.6;1;11.1;1;15.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241006;1.4;1;8.6;1;1936;9;17.3;1;1953;9;13.7;1;13.0;1;8.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241007;5.8;1;12.5;1;626;9;17.8;1;1037;9;16.0;1;15.2;1;5.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241008;1.2;1;14.0;1;437;9;20.3;1;1412;9;16.0;1;17.2;1;6.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241009;59.7;1;13.6;1;1741;9;16.9;1;1305;9;14.5;1;15.3;1;3.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241010;8.1;1;12.5;1;2108;9;17.2;1;1210;9;13.3;1;14.9;1;4.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241011;0.2;1;5.9;1;610;9;16.0;1;1411;9;9.1;1;11.0;1;10.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241012;1.0;1;5.0;1;2252;9;15.1;1;1521;9;11.8;1;10.1;1;10.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241013;0.0;1;7.4;1;611;9;16.4;1;1156;9;11.8;1;11.9;1;9.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241014;0.0;1;8.8;1;1900;9;20.2;1;1115;9;14.2;1;14.5;1;11.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241015;0.0;1;10.5;1;529;9;19.2;1;1134;9;15.4;1;14.9;1;8.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241016;10.6;1;14.2;1;245;9;25.7;1;1218;9;20.0;1;20.0;1;11.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241017;5.2;1;15.4;1;428;9;19.2;1;1222;9;16.9;1;17.3;1;3.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241018;0.0;1;12.7;1;519;9;15.4;1;1206;9;14.0;1;14.1;1;2.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241019;2.0;1;11.2;1;449;9;17.0;1;1415;9;14.0;1;14.1;1;5.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241020;0.0;1;11.8;1;220;9;19.0;1;1551;9;16.2;1;15.4;1;7.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241021;0.2;1;16.8;1;1735;9;22.5;1;1019;9;17.4;1;19.7;1;5.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241022;0.2;1;8.8;1;656;9;17.8;1;1211;9;12.1;1;13.3;1;9.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241023;0.2;1;5.5;1;406;9;18.7;1;1449;9;10.1;1;12.1;1;13.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241024;0.0;1;5.0;1;544;9;19.5;1;1421;9;11.5;1;12.3;1;14.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241025;10.7;1;10.0;1;632;9;21.8;1;1214;9;14.8;1;15.9;1;11.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241026;0.0;1;13.5;1;2043;9;21.4;1;1422;9;15.6;1;17.5;1;7.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241027;0.0;1;12.8;1;2203;9;17.2;1;1048;9;14.1;1;15.0;1;4.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241028;0.0;1;9.5;1;28;9;16.3;1;1448;9;12.6;1;12.9;1;6.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241029;0.0;1;10.1;1;2357;9;13.4;1;1323;9;11.2;1;11.8;1;3.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241030;0.0;1;8.2;1;2117;9;13.9;1;1301;9;12.4;1;11.1;1;5.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241031;0.0;1;10.0;1;646;9;11.3;1;1358;9;10.8;1;10.7;1;1.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241101;0.2;1;8.7;1;653;9;11.2;1;1259;9;10.0;1;10.0;1;2.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241102;0.0;1;9.7;1;520;9;12.6;1;1355;9;11.1;1;11.2;1;2.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241103;0.0;1;8.4;1;1800;9;12.6;1;1416;9;9.2;1;10.5;1;4.2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241104;0.0;1;3.7;1;646;9;16.4;1;1453;9;8.8;1;10.1;1;12.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241105;0.0;1;7.5;1;357;9;12.1;1;1455;9;10.0;1;9.8;1;4.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241106;0.0;1;9.2;1;912;9;11.3;1;1301;9;10.2;1;10.3;1;2.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241107;0.2;1;9.7;1;2157;9;12.5;1;1134;9;10.5;1;11.1;1;2.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93050001;NEUILLY-SUR-M.;48.859833;2.546333;30;20241108;0.2;1;6.7;1;304;9;9.6;1;1509;9;8.5;1;8.2;1;2.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
