1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour asthme,Taux d'hospitalisations après passages aux urgences pour asthme,Taux d'actes médicaux SOS médecins pour asthme
2023-11-20,2023-S47,28,Normandie,00-14 ans,6176.4705882,14880.0,3192.2525108
2024-01-15,2024-S03,28,Normandie,00-14 ans,2454.2614904,5263.1578947,1819.0086403
2024-01-15,2024-S03,28,Normandie,Tous âges,817.15054797,975.84776775,1125.1330394
2024-01-22,2024-S04,28,Normandie,00-14 ans,2640.1446655,5846.7741935,1609.8121886
2024-01-22,2024-S04,28,Normandie,65 ans ou plus,261.7311647,278.68091036,1226.993865
2024-01-29,2024-S05,28,Normandie,Tous âges,942.23858357,1475.7378689,1271.6450216
2024-02-05,2024-S06,28,Normandie,00-14 ans,2635.0032531,7302.2312373,1184.1100076
2024-02-05,2024-S06,28,Normandie,15-64 ans,612.48137726,930.85106383,897.40480233
2024-02-05,2024-S06,28,Normandie,Tous âges,1067.7670481,1462.3446259,1067.3690047
2023-10-02,2023-S40,27,Bourgogne et Franche-Comté,00-14 ans,2624.0581969,7185.6287425,1271.1864407
2023-10-09,2023-S41,27,Bourgogne et Franche-Comté,65 ans ou plus,222.27161591,206.39834881,1209.6774194
2023-10-30,2023-S44,27,Bourgogne et Franche-Comté,65 ans ou plus,223.71364653,260.82420449,280.8988764
2023-11-13,2023-S46,27,Bourgogne et Franche-Comté,65 ans ou plus,69.864927806,104.60251046,671.1409396
2023-11-20,2023-S47,27,Bourgogne et Franche-Comté,15-64 ans,516.37450741,746.96545285,1038.961039
2023-11-27,2023-S48,27,Bourgogne et Franche-Comté,Tous âges,1236.9956864,1066.6666667,801.32633324
2023-12-04,2023-S49,27,Bourgogne et Franche-Comté,15-64 ans,584.25175939,720.72072072,1067.961165
2023-12-11,2023-S50,27,Bourgogne et Franche-Comté,65 ans ou plus,158.01354402,0.0,2034.8837209
2024-08-26,2024-S35,11,Île-de-France,Tous âges,993.06527161,1509.778093,1403.0769231
2024-09-02,2024-S36,11,Île-de-France,Tous âges,1560.3368713,2922.795885,2081.2794391
2024-09-16,2024-S38,11,Île-de-France,15-64 ans,1631.2603707,2746.6937945,2766.6666667
2024-09-16,2024-S38,11,Île-de-France,65 ans ou plus,409.18390543,446.23884403,1533.7423313
2024-09-23,2024-S39,11,Île-de-France,65 ans ou plus,488.56145793,481.50579996,2291.6666667
2024-09-30,2024-S40,11,Île-de-France,00-14 ans,4521.1947039,12303.664921,3099.4152047
2024-09-30,2024-S40,11,Île-de-France,Tous âges,2094.8505495,3484.1985468,2757.3696145
2024-10-07,2024-S41,11,Île-de-France,00-14 ans,5036.5515503,13871.95122,2767.4294838
2024-10-07,2024-S41,11,Île-de-France,15-64 ans,1255.9723733,2343.1132844,2397.7196512
2024-10-07,2024-S41,11,Île-de-France,65 ans ou plus,487.13101643,394.86673248,2018.2291667
2024-10-07,2024-S41,11,Île-de-France,Tous âges,2104.8330763,3416.799263,2459.7416386
2024-10-14,2024-S42,11,Île-de-France,15-64 ans,1102.8302106,1953.9995929,2162.8065395
2024-10-21,2024-S43,11,Île-de-France,00-14 ans,5603.9582661,12278.031456,3392.3303835
2024-10-21,2024-S43,11,Île-de-France,15-64 ans,1099.4078245,1983.9594766,2715.5336118
2024-10-21,2024-S43,11,Île-de-France,65 ans ou plus,431.98181129,444.25639941,2926.4810849
2024-10-21,2024-S43,11,Île-de-France,Tous âges,2125.998274,3121.4479322,2974.1251115
2024-10-28,2024-S44,11,Île-de-France,15-64 ans,1062.7203655,1444.3500425,1821.8254691
2024-11-04,2024-S45,11,Île-de-France,00-14 ans,5007.8822911,11591.148577,3845.0975007
2024-11-04,2024-S45,11,Île-de-France,65 ans ou plus,423.72881356,518.56461315,2117.8027796
2024-11-18,2024-S47,11,Île-de-France,Tous âges,2700.1515595,4095.6749672,2897.068848
2024-12-02,2024-S49,11,Île-de-France,65 ans ou plus,478.54045162,482.21820374,3095.2380952
2020-05-04,2020-S19,24,Centre-Val de Loire,Tous âges,321.82200767,352.11267606,912.96409008
2020-05-11,2020-S20,24,Centre-Val de Loire,65 ans ou plus,322.06119163,479.04191617,735.29411765
2020-05-11,2020-S20,24,Centre-Val de Loire,Tous âges,400.67994172,411.52263374,695.76217584
2020-05-18,2020-S21,24,Centre-Val de Loire,15-64 ans,395.7261575,163.66612111,610.22120519
2020-05-18,2020-S21,24,Centre-Val de Loire,65 ans ou plus,115.78541104,224.21524664,632.91139241
2020-05-25,2020-S22,24,Centre-Val de Loire,00-14 ans,749.82958419,0.0,0.0
2020-05-25,2020-S22,24,Centre-Val de Loire,Tous âges,560.19448261,262.29508197,778.38827839
2020-06-01,2020-S23,24,Centre-Val de Loire,Tous âges,934.57943925,556.58627087,2285.1919561
2020-06-08,2020-S24,24,Centre-Val de Loire,00-14 ans,74.128984433,0.0,350.87719298
2020-06-08,2020-S24,24,Centre-Val de Loire,15-64 ans,461.62723601,0.0,881.3559322
2020-06-08,2020-S24,24,Centre-Val de Loire,65 ans ou plus,232.10831721,110.37527594,0.0
2020-06-08,2020-S24,24,Centre-Val de Loire,Tous âges,339.42844629,60.569351908,677.63794773
2020-06-15,2020-S25,24,Centre-Val de Loire,00-14 ans,400.53404539,2298.8505747,358.42293907
2020-06-15,2020-S25,24,Centre-Val de Loire,15-64 ans,233.47701149,737.46312684,340.13605442
2020-06-15,2020-S25,24,Centre-Val de Loire,65 ans ou plus,144.87504527,0.0,0.0
2020-06-22,2020-S26,24,Centre-Val de Loire,00-14 ans,415.43026706,1785.7142857,609.75609756
2020-06-22,2020-S26,24,Centre-Val de Loire,15-64 ans,412.79669763,849.85835694,541.27198917
2020-06-22,2020-S26,24,Centre-Val de Loire,65 ans ou plus,243.47826087,105.04201681,668.89632107
2020-06-29,2020-S27,24,Centre-Val de Loire,15-64 ans,271.6007469,282.48587571,418.66028708
2020-06-29,2020-S27,24,Centre-Val de Loire,65 ans ou plus,106.08203678,0.0,304.87804878
2020-07-06,2020-S28,24,Centre-Val de Loire,00-14 ans,2075.9193357,3787.8787879,1902.7484144
2020-07-13,2020-S29,24,Centre-Val de Loire,15-64 ans,472.0820446,321.02728732,904.06830738
2020-07-20,2020-S30,24,Centre-Val de Loire,00-14 ans,792.19987812,2419.3548387,1257.8616352
2020-07-27,2020-S31,24,Centre-Val de Loire,65 ans ou plus,169.31933627,215.98272138,1149.4252874
2020-08-03,2020-S32,24,Centre-Val de Loire,Tous âges,380.11695906,680.27210884,811.57374735
2020-08-10,2020-S33,24,Centre-Val de Loire,15-64 ans,402.51167284,161.29032258,770.02053388
2020-08-10,2020-S33,24,Centre-Val de Loire,65 ans ou plus,62.656641604,0.0,243.30900243
2020-08-10,2020-S33,24,Centre-Val de Loire,Tous âges,389.31643278,115.47344111,766.81770652
2020-08-17,2020-S34,24,Centre-Val de Loire,00-14 ans,526.66227781,990.0990099,753.76884422
2020-08-17,2020-S34,24,Centre-Val de Loire,Tous âges,220.41207475,185.75851393,533.61792956
2020-08-31,2020-S36,24,Centre-Val de Loire,00-14 ans,1479.7951053,7547.1698113,2466.0912454
2020-08-31,2020-S36,24,Centre-Val de Loire,Tous âges,471.60542346,617.66522545,1092.5449871
2020-09-07,2020-S37,24,Centre-Val de Loire,00-14 ans,3207.6984763,6040.2684564,2008.9285714
2020-09-07,2020-S37,24,Centre-Val de Loire,65 ans ou plus,0.0,0.0,1083.032491
2020-09-07,2020-S37,24,Centre-Val de Loire,Tous âges,1051.5154193,891.36490251,1382.6110077
2020-09-14,2020-S38,24,Centre-Val de Loire,15-64 ans,596.96923312,942.12651413,1371.5710723
2020-09-14,2020-S38,24,Centre-Val de Loire,65 ans ou plus,74.321813452,109.64912281,986.84210526
2020-09-21,2020-S39,24,Centre-Val de Loire,15-64 ans,447.50430293,758.72534143,1141.2268188
2024-02-12,2024-S07,28,Normandie,Tous âges,996.78999831,1516.6340509,1133.1841074
2024-02-19,2024-S08,28,Normandie,Tous âges,1003.9066049,1065.7193606,1017.0505534
2024-02-26,2024-S09,28,Normandie,15-64 ans,562.37698004,950.29239766,814.19017156
2024-02-26,2024-S09,28,Normandie,Tous âges,1210.4004782,1664.4993498,1242.8793371
2024-03-11,2024-S11,28,Normandie,00-14 ans,1923.4431537,7575.7575758,1608.8486677
2024-03-11,2024-S11,28,Normandie,Tous âges,695.32812216,1172.1611722,1129.4117647
2024-03-18,2024-S12,28,Normandie,65 ans ou plus,141.21444422,152.51652262,241.54589372
2024-03-25,2024-S13,28,Normandie,00-14 ans,2489.9175872,6170.212766,2339.1812865
2024-04-01,2024-S14,28,Normandie,15-64 ans,431.92956226,588.23529412,899.14945322
2024-04-15,2024-S16,28,Normandie,00-14 ans,2709.3165531,6719.3675889,1820.5461638
2024-04-15,2024-S16,28,Normandie,Tous âges,1003.6254311,1403.5087719,1112.4473842
2024-04-22,2024-S17,28,Normandie,00-14 ans,2696.0784314,7726.2693157,2027.3694881
2024-04-22,2024-S17,28,Normandie,65 ans ou plus,280.0,252.3977789,380.22813688
2024-04-29,2024-S18,28,Normandie,65 ans ou plus,222.09883398,194.26906265,533.80782918
2024-04-29,2024-S18,28,Normandie,Tous âges,762.53788249,785.13478147,1050.0410172
2024-05-06,2024-S19,28,Normandie,Tous âges,594.8625507,790.01019368,922.98380996
2024-05-13,2024-S20,28,Normandie,65 ans ou plus,318.2924546,458.94951555,1289.1344383
2024-05-20,2024-S21,28,Normandie,Tous âges,782.4933687,921.5302988,1143.3046202
2024-05-27,2024-S22,28,Normandie,00-14 ans,2412.7691166,6888.3610451,1973.3596448
2024-06-03,2024-S23,28,Normandie,00-14 ans,2849.002849,6474.8201439,2463.9702464
2024-06-03,2024-S23,28,Normandie,65 ans ou plus,152.99292408,302.26700252,418.41004184
2024-06-10,2024-S24,28,Normandie,00-14 ans,2706.5026362,7415.2542373,2115.6558533
2024-07-01,2024-S27,28,Normandie,65 ans ou plus,220.3525641,157.06806283,233.1002331
2024-07-08,2024-S28,28,Normandie,00-14 ans,2230.0175395,4668.3046683,1614.9068323
2024-07-15,2024-S29,28,Normandie,15-64 ans,700.43103448,1099.6563574,986.25224148
2020-08-10,2020-S33,75,Nouvelle Aquitaine,65 ans ou plus,215.69802277,256.01638505,268.52846402
2024-07-22,2024-S30,28,Normandie,15-64 ans,550.83980495,720.4610951,627.61506276
2020-08-10,2020-S33,75,Nouvelle Aquitaine,Tous âges,491.79280833,869.90905496,723.48122141
2024-07-22,2024-S30,28,Normandie,Tous âges,668.01919937,815.43897798,781.54784598
2020-08-17,2020-S34,75,Nouvelle Aquitaine,00-14 ans,1392.8182807,5118.8299817,1710.4459377
2020-08-17,2020-S34,75,Nouvelle Aquitaine,65 ans ou plus,98.887515451,135.13513514,460.56419113
2020-08-24,2020-S35,75,Nouvelle Aquitaine,15-64 ans,351.26520523,215.82733813,669.31982634
2020-08-31,2020-S36,75,Nouvelle Aquitaine,15-64 ans,452.04124876,551.26791621,637.31170336
2020-08-31,2020-S36,75,Nouvelle Aquitaine,Tous âges,873.63253315,1376.2811127,1152.0737327
2020-09-07,2020-S37,75,Nouvelle Aquitaine,00-14 ans,6652.7276183,27625.899281,3089.9644517
2020-09-14,2020-S38,75,Nouvelle Aquitaine,65 ans ou plus,144.37590235,160.59957173,197.49835418
2020-09-14,2020-S38,75,Nouvelle Aquitaine,Tous âges,908.83271798,1578.722799,1221.2792383
2020-09-21,2020-S39,75,Nouvelle Aquitaine,Tous âges,863.72737623,1442.3076923,1351.5101657
2020-09-28,2020-S40,75,Nouvelle Aquitaine,15-64 ans,488.07368338,792.07920792,1176.2320016
2020-09-28,2020-S40,75,Nouvelle Aquitaine,Tous âges,1028.9681392,1764.4464049,1713.0870528
2020-10-05,2020-S41,75,Nouvelle Aquitaine,00-14 ans,4497.7860639,17717.206133,3633.1413381
2020-10-12,2020-S42,75,Nouvelle Aquitaine,00-14 ans,4152.1631029,16770.186335,3529.4117647
2020-10-12,2020-S42,75,Nouvelle Aquitaine,65 ans ou plus,257.65817349,165.65433462,805.91000672
2020-10-19,2020-S43,75,Nouvelle Aquitaine,65 ans ou plus,180.756396,187.61726079,581.39534884
2020-10-26,2020-S44,75,Nouvelle Aquitaine,Tous âges,645.85575888,1059.0500642,928.48180678
2020-11-09,2020-S46,75,Nouvelle Aquitaine,00-14 ans,2641.1913459,11460.674157,2119.2705766
2020-11-09,2020-S46,75,Nouvelle Aquitaine,15-64 ans,520.14374882,513.69863014,370.04788855
2020-11-16,2020-S47,75,Nouvelle Aquitaine,15-64 ans,406.81173132,429.5532646,648.89918888
2020-11-16,2020-S47,75,Nouvelle Aquitaine,65 ans ou plus,142.9706116,236.89665383,482.09366391
2020-11-23,2020-S48,75,Nouvelle Aquitaine,65 ans ou plus,192.10876312,243.70430544,457.51633987
2020-12-07,2020-S50,75,Nouvelle Aquitaine,00-14 ans,1909.6288327,6812.6520681,1550.0
2020-12-07,2020-S50,75,Nouvelle Aquitaine,65 ans ou plus,159.81403458,213.78941742,439.88269795
2020-12-14,2020-S51,75,Nouvelle Aquitaine,15-64 ans,333.62598771,521.05948762,561.04129264
2020-12-14,2020-S51,75,Nouvelle Aquitaine,65 ans ou plus,156.09479211,220.38567493,422.70531401
2020-12-14,2020-S51,75,Nouvelle Aquitaine,Tous âges,593.5659266,849.45729118,802.83353011
2020-12-21,2020-S52,75,Nouvelle Aquitaine,00-14 ans,1909.3078759,4722.2222222,2151.0297483
2020-12-21,2020-S52,75,Nouvelle Aquitaine,15-64 ans,508.02866733,486.51039363,740.07625028
2020-12-21,2020-S52,75,Nouvelle Aquitaine,Tous âges,599.03014168,593.23392657,1054.5833816
2020-12-28,2020-S53,75,Nouvelle Aquitaine,00-14 ans,1551.1892451,2688.172043,1592.6640927
2020-09-28,2020-S40,24,Centre-Val de Loire,65 ans ou plus,225.98870056,333.70411568,0.0
2020-10-05,2020-S41,24,Centre-Val de Loire,65 ans ou plus,190.69412662,107.99136069,996.67774086
2020-10-05,2020-S41,24,Centre-Val de Loire,Tous âges,759.56763073,1109.8130841,1960.7843137
2020-10-12,2020-S42,24,Centre-Val de Loire,00-14 ans,2461.5384615,14130.434783,2300.6134969
2020-10-12,2020-S42,24,Centre-Val de Loire,Tous âges,876.82231143,1366.4596273,1394.2931258
2020-10-19,2020-S43,24,Centre-Val de Loire,15-64 ans,567.40363921,956.02294455,1576.5765766
2020-10-26,2020-S44,24,Centre-Val de Loire,00-14 ans,1496.4788732,1000.0,2123.1422505
2020-10-26,2020-S44,24,Centre-Val de Loire,65 ans ou plus,42.808219178,135.31799729,1500.0
2020-10-26,2020-S44,24,Centre-Val de Loire,Tous âges,456.33160096,224.04779686,1214.0131807
2021-01-11,2021-S02,75,Nouvelle Aquitaine,15-64 ans,363.53963469,509.0054816,648.64864865
2020-11-02,2020-S45,24,Centre-Val de Loire,15-64 ans,452.48868778,1020.4081633,851.97018104
2021-01-11,2021-S02,75,Nouvelle Aquitaine,Tous âges,427.4257513,582.44348911,678.3948488
2020-11-09,2020-S46,24,Centre-Val de Loire,00-14 ans,2298.0958634,3960.3960396,1658.3747927
2021-01-18,2021-S03,75,Nouvelle Aquitaine,00-14 ans,2155.7189957,7272.7272727,1429.5439074
2020-11-16,2020-S47,24,Centre-Val de Loire,15-64 ans,493.07349143,404.04040404,711.97411003
2021-01-18,2021-S03,75,Nouvelle Aquitaine,15-64 ans,386.98328936,569.25996205,751.72694027
2020-11-16,2020-S47,24,Centre-Val de Loire,Tous âges,775.28919518,1002.1474588,791.33694294
2021-01-18,2021-S03,75,Nouvelle Aquitaine,Tous âges,598.77583607,791.29574679,861.16362109
2020-11-23,2020-S48,24,Centre-Val de Loire,00-14 ans,1303.538175,4587.1559633,535.71428571
2021-01-25,2021-S04,75,Nouvelle Aquitaine,00-14 ans,2055.4730064,7766.9902913,1322.5806452
2020-11-23,2020-S48,24,Centre-Val de Loire,Tous âges,472.15496368,552.86800276,974.57627119
2021-01-25,2021-S04,75,Nouvelle Aquitaine,Tous âges,576.06239199,868.5581934,829.40815073
2020-11-30,2020-S49,24,Centre-Val de Loire,15-64 ans,491.68812924,798.40319361,985.22167488
2021-02-01,2021-S05,75,Nouvelle Aquitaine,65 ans ou plus,145.18002323,105.76414595,953.67847411
2020-12-14,2020-S51,24,Centre-Val de Loire,00-14 ans,1416.7650531,3937.007874,2182.5396825
2021-02-01,2021-S05,75,Nouvelle Aquitaine,Tous âges,660.4728986,863.30935252,1024.461635
2020-12-14,2020-S51,24,Centre-Val de Loire,65 ans ou plus,122.19959267,251.57232704,335.5704698
2021-02-08,2021-S06,75,Nouvelle Aquitaine,65 ans ou plus,117.25047633,163.71077763,598.44404548
2020-12-21,2020-S52,24,Centre-Val de Loire,00-14 ans,2512.9342203,3809.5238095,1624.5487365
2021-02-15,2021-S07,75,Nouvelle Aquitaine,00-14 ans,1648.6347244,4882.4593128,1314.1161509
2020-12-28,2020-S53,24,Centre-Val de Loire,15-64 ans,494.19853889,558.65921788,611.62079511
2021-02-15,2021-S07,75,Nouvelle Aquitaine,15-64 ans,340.08097166,524.9343832,732.80721533
2020-12-28,2020-S53,24,Centre-Val de Loire,Tous âges,462.90938549,399.46737683,595.23809524
2021-02-15,2021-S07,75,Nouvelle Aquitaine,65 ans ou plus,139.4116827,156.33142262,408.63981319
2021-01-04,2021-S01,24,Centre-Val de Loire,15-64 ans,400.67482075,373.8317757,729.9270073
2021-02-22,2021-S08,75,Nouvelle Aquitaine,00-14 ans,1184.6405229,4102.5641026,1191.4217633
2021-01-04,2021-S01,24,Centre-Val de Loire,65 ans ou plus,152.43902439,0.0,1393.728223
2021-03-01,2021-S09,75,Nouvelle Aquitaine,15-64 ans,342.90271132,483.63095238,686.86868687
2021-01-18,2021-S03,24,Centre-Val de Loire,15-64 ans,304.19793145,186.21973929,467.28971963
2021-03-01,2021-S09,75,Nouvelle Aquitaine,65 ans ou plus,126.47554806,131.57894737,393.44262295
2021-01-18,2021-S03,24,Centre-Val de Loire,65 ans ou plus,113.29305136,109.40919037,0.0
2021-03-01,2021-S09,75,Nouvelle Aquitaine,Tous âges,583.947485,817.82289904,973.61809045
2021-01-25,2021-S04,24,Centre-Val de Loire,65 ans ou plus,197.78481013,328.22757112,362.31884058
2021-03-08,2021-S10,75,Nouvelle Aquitaine,65 ans ou plus,112.3911211,182.24420724,1151.7615176
2021-01-25,2021-S04,24,Centre-Val de Loire,Tous âges,547.0685384,547.77845405,804.59770115
2021-02-01,2021-S05,24,Centre-Val de Loire,65 ans ou plus,82.338410869,0.0,666.66666667
2021-02-08,2021-S06,24,Centre-Val de Loire,15-64 ans,405.59724194,640.0,602.40963855
2021-02-08,2021-S06,24,Centre-Val de Loire,Tous âges,560.64690027,546.7800729,722.98325723
2021-02-15,2021-S07,24,Centre-Val de Loire,15-64 ans,209.84357116,162.33766234,412.97935103
2024-08-05,2024-S32,28,Normandie,Tous âges,521.2103663,477.96070101,873.88282026
2024-08-12,2024-S33,28,Normandie,00-14 ans,1313.1313131,4105.5718475,709.21985816
2024-08-12,2024-S33,28,Normandie,Tous âges,467.48632602,537.35926305,550.74744296
2024-08-19,2024-S34,28,Normandie,15-64 ans,508.61068975,524.59016393,693.78744875
2024-08-26,2024-S35,28,Normandie,00-14 ans,1120.2185792,3055.5555556,1107.5949367
2024-08-26,2024-S35,28,Normandie,65 ans ou plus,113.98176292,98.619329389,696.05568445
2024-09-02,2024-S36,28,Normandie,15-64 ans,610.13352197,853.0183727,775.19379845
2024-09-09,2024-S37,28,Normandie,00-14 ans,7196.0784314,25819.672131,3710.9375
2024-09-09,2024-S37,28,Normandie,Tous âges,2243.0080506,3579.3086541,2235.9419323
2024-09-16,2024-S38,28,Normandie,15-64 ans,1284.5370819,2448.2109228,2004.5101478
2024-09-16,2024-S38,28,Normandie,65 ans ou plus,250.85110195,316.59882406,1170.9601874
2024-09-23,2024-S39,28,Normandie,00-14 ans,3718.3544304,12085.308057,2333.4953816
2024-09-23,2024-S39,28,Normandie,15-64 ans,984.56403838,2130.4926764,1682.5164594
2024-09-23,2024-S39,28,Normandie,65 ans ou plus,297.78522241,326.79738562,1020.4081633
2024-09-23,2024-S39,28,Normandie,Tous âges,1436.5380326,2213.4776193,1834.8623853
2024-09-30,2024-S40,28,Normandie,65 ans ou plus,256.97503671,373.8317757,877.19298246
2024-09-30,2024-S40,28,Normandie,Tous âges,1277.0880612,1935.639971,1856.5534751
2024-10-07,2024-S41,28,Normandie,00-14 ans,2941.7382999,10628.019324,2040.8163265
2024-10-14,2024-S42,28,Normandie,00-14 ans,2857.6908324,6603.7735849,1700.3676471
2024-10-14,2024-S42,28,Normandie,Tous âges,1037.5670841,1216.8410806,1366.5350744
2024-10-21,2024-S43,28,Normandie,Tous âges,1136.1448103,1675.5319149,1978.7873991
2024-10-28,2024-S44,28,Normandie,00-14 ans,2624.4787834,6598.9847716,1910.8280255
2024-11-04,2024-S45,28,Normandie,00-14 ans,2788.9287978,5422.9934924,2261.4451186
2024-11-18,2024-S47,28,Normandie,00-14 ans,4439.9596367,11834.319527,2528.0898876
2024-11-18,2024-S47,28,Normandie,Tous âges,1499.5674325,2120.916626,1674.3907909
2024-11-25,2024-S48,28,Normandie,00-14 ans,3866.5254237,10458.715596,2666.1514683
2024-11-25,2024-S48,28,Normandie,15-64 ans,729.28565152,865.5126498,774.98663816
2024-12-02,2024-S49,28,Normandie,65 ans ou plus,361.83584079,457.87545788,464.03712297
2024-12-09,2024-S50,28,Normandie,15-64 ans,835.60559416,1441.6775885,994.90414948
2024-12-16,2024-S51,28,Normandie,15-64 ans,610.28770706,599.20106525,1388.8888889
2024-12-23,2024-S52,28,Normandie,65 ans ou plus,447.28434505,661.15702479,1347.3053892
2024-12-23,2024-S52,28,Normandie,Tous âges,1399.5305372,1681.6143498,1612.2189224
2020-01-06,2020-S02,32,Hauts-de-France,65 ans ou plus,253.16455696,242.60067928,3415.3005464
2020-01-13,2020-S03,32,Hauts-de-France,15-64 ans,398.8183161,404.62427746,951.29375951
2021-03-15,2021-S11,75,Nouvelle Aquitaine,15-64 ans,330.73470352,369.27621861,853.37470908
2021-03-22,2021-S12,75,Nouvelle Aquitaine,Tous âges,825.48058801,1088.8328243,1366.4357198
2021-04-05,2021-S14,75,Nouvelle Aquitaine,15-64 ans,424.3281471,532.85968028,877.0257388
2021-04-12,2021-S15,75,Nouvelle Aquitaine,00-14 ans,2071.6945996,7155.0255537,1674.8768473
2021-04-12,2021-S15,75,Nouvelle Aquitaine,65 ans ou plus,93.582887701,152.67175573,494.74335189
2021-04-12,2021-S15,75,Nouvelle Aquitaine,Tous âges,572.19381544,759.73409307,1003.6604085
2021-04-19,2021-S16,75,Nouvelle Aquitaine,65 ans ou plus,77.369439072,100.42681396,406.74026729
2021-04-26,2021-S17,75,Nouvelle Aquitaine,Tous âges,377.8544439,496.03174603,730.76923077
2021-05-03,2021-S18,75,Nouvelle Aquitaine,65 ans ou plus,96.872405203,107.35373054,253.8071066
2021-05-17,2021-S20,75,Nouvelle Aquitaine,Tous âges,635.96573267,863.25020554,775.00605473
2021-05-24,2021-S21,75,Nouvelle Aquitaine,00-14 ans,2463.4191517,9538.0029806,2287.694974
2021-02-22,2021-S08,24,Centre-Val de Loire,00-14 ans,2409.0210149,4022.9885057,1188.9035667
2021-03-01,2021-S09,24,Centre-Val de Loire,00-14 ans,876.68030392,3030.3030303,1760.5633803
2021-03-15,2021-S11,24,Centre-Val de Loire,00-14 ans,1409.653994,2985.0746269,1519.3370166
2021-03-22,2021-S12,24,Centre-Val de Loire,65 ans ou plus,225.22522523,215.51724138,401.6064257
2021-03-29,2021-S13,24,Centre-Val de Loire,65 ans ou plus,327.39177883,596.42147117,354.60992908
2021-04-05,2021-S14,24,Centre-Val de Loire,Tous âges,513.136289,570.53941909,1247.1655329
2021-04-19,2021-S16,24,Centre-Val de Loire,15-64 ans,243.43592419,137.36263736,1052.6315789
2021-04-26,2021-S17,24,Centre-Val de Loire,00-14 ans,834.56062838,3243.2432432,748.12967581
2021-04-26,2021-S17,24,Centre-Val de Loire,15-64 ans,280.8002808,0.0,576.55349135
2021-04-26,2021-S17,24,Centre-Val de Loire,65 ans ou plus,149.58863126,103.62694301,0.0
2021-05-03,2021-S18,24,Centre-Val de Loire,00-14 ans,1189.9515205,4060.9137056,1188.1188119
2021-05-03,2021-S18,24,Centre-Val de Loire,65 ans ou plus,255.10204082,308.32476876,0.0
2021-05-03,2021-S18,24,Centre-Val de Loire,Tous âges,482.33002504,676.73086934,347.82608696
2021-05-10,2021-S19,24,Centre-Val de Loire,15-64 ans,291.14574413,285.30670471,428.65890998
2021-05-17,2021-S20,24,Centre-Val de Loire,00-14 ans,1551.8913676,4109.5890411,967.74193548
2021-05-17,2021-S20,24,Centre-Val de Loire,15-64 ans,277.32463295,141.84397163,634.37139562
2021-05-17,2021-S20,24,Centre-Val de Loire,65 ans ou plus,0.0,0.0,0.0
2021-05-31,2021-S22,24,Centre-Val de Loire,00-14 ans,2561.6994689,7692.3076923,1477.1048744
2021-06-07,2021-S23,24,Centre-Val de Loire,Tous âges,917.99265606,1179.9410029,487.80487805
2021-06-14,2021-S24,24,Centre-Val de Loire,15-64 ans,833.56108226,486.02673147,1382.4884793
2021-06-14,2021-S24,24,Centre-Val de Loire,65 ans ou plus,195.2489424,377.71482531,671.1409396
2021-06-21,2021-S25,24,Centre-Val de Loire,00-14 ans,1568.8735488,4761.9047619,1200.0
2021-06-21,2021-S25,24,Centre-Val de Loire,15-64 ans,719.01064136,1505.6461731,562.42969629
2021-06-28,2021-S26,24,Centre-Val de Loire,15-64 ans,828.892836,764.33121019,894.45438283
2021-06-28,2021-S26,24,Centre-Val de Loire,65 ans ou plus,69.68641115,0.0,1127.8195489
2021-07-05,2021-S27,24,Centre-Val de Loire,00-14 ans,1903.4191047,4858.2995951,1772.5258493
2021-07-05,2021-S27,24,Centre-Val de Loire,Tous âges,849.50445573,848.35630965,1007.8387458
2021-07-12,2021-S28,24,Centre-Val de Loire,00-14 ans,1971.9378081,4081.6326531,1052.6315789
2020-02-03,2020-S06,32,Hauts-de-France,00-14 ans,1984.1269841,4950.4950495,1313.7727173
2020-02-03,2020-S06,32,Hauts-de-France,15-64 ans,401.8329221,706.90592713,1066.4479081
2020-02-03,2020-S06,32,Hauts-de-France,65 ans ou plus,192.27071717,288.73917228,1515.1515152
2020-02-10,2020-S07,32,Hauts-de-France,15-64 ans,370.90909091,673.02299495,956.8574786
2020-02-10,2020-S07,32,Hauts-de-France,65 ans ou plus,109.48905109,138.88888889,1252.236136
2020-02-10,2020-S07,32,Hauts-de-France,Tous âges,793.00678666,930.23255814,1090.1429095
2020-02-17,2020-S08,32,Hauts-de-France,65 ans ou plus,421.21386177,454.08678103,1881.3314038
2020-02-24,2020-S09,32,Hauts-de-France,15-64 ans,273.50160194,291.88558085,1043.8782732
2020-03-02,2020-S10,32,Hauts-de-France,65 ans ou plus,165.94067621,215.86616298,2365.9305994
2020-03-09,2020-S11,32,Hauts-de-France,00-14 ans,3051.6431925,9484.5360825,1566.12529
2020-03-16,2020-S12,32,Hauts-de-France,15-64 ans,935.10909606,1022.0125786,1714.6939748
2020-03-23,2020-S13,32,Hauts-de-France,65 ans ou plus,174.46932248,61.124694377,553.50553506
2020-03-30,2020-S14,32,Hauts-de-France,00-14 ans,775.59462254,1298.7012987,1176.4705882
2020-03-30,2020-S14,32,Hauts-de-France,15-64 ans,624.92029078,539.44706676,1154.2901116
2020-04-06,2020-S15,32,Hauts-de-France,00-14 ans,1045.751634,2390.438247,1857.5851393
2020-04-13,2020-S16,32,Hauts-de-France,65 ans ou plus,80.364318243,61.012812691,1121.0762332
