1er jour de la semaine,Semaine,Région Code,Région,Classe d'âge,Taux de passages aux urgences pour asthme,Taux d'hospitalisations après passages aux urgences pour asthme,Taux d'actes médicaux SOS médecins pour asthme
2023-01-30,2023-S05,75,Nouvelle Aquitaine,15-64 ans,574.93896196,645.94267259,1883.8961764
2023-02-06,2023-S06,75,Nouvelle Aquitaine,15-64 ans,574.57693821,1057.9937304,1417.4541412
2023-02-06,2023-S06,75,Nouvelle Aquitaine,65 ans ou plus,254.67974023,230.4737516,1266.9683258
2023-02-06,2023-S06,75,Nouvelle Aquitaine,Tous âges,949.25155166,1447.6135875,1617.9369251
2023-02-13,2023-S07,75,Nouvelle Aquitaine,15-64 ans,563.33852198,831.35391924,1409.5296461
2023-02-13,2023-S07,75,Nouvelle Aquitaine,Tous âges,767.35263341,1090.4332655,1455.1482778
2023-02-27,2023-S09,75,Nouvelle Aquitaine,00-14 ans,2575.648415,11004.784689,1559.5363541
2023-03-06,2023-S10,75,Nouvelle Aquitaine,00-14 ans,2676.3990268,12087.912088,1431.7856412
2023-03-06,2023-S10,75,Nouvelle Aquitaine,15-64 ans,539.34244551,751.03266992,994.61251554
2023-03-06,2023-S10,75,Nouvelle Aquitaine,65 ans ou plus,285.56593977,355.87188612,794.43892751
2023-03-06,2023-S10,75,Nouvelle Aquitaine,Tous âges,895.37639667,1534.4207907,1140.3375399
2023-03-20,2023-S12,75,Nouvelle Aquitaine,Tous âges,797.37514784,1223.7762238,1170.6917724
2023-04-03,2023-S14,75,Nouvelle Aquitaine,00-14 ans,2848.8931665,10447.761194,1466.6340748
2023-04-03,2023-S14,75,Nouvelle Aquitaine,65 ans ou plus,186.61358547,236.40661939,1048.0349345
2023-04-10,2023-S15,75,Nouvelle Aquitaine,00-14 ans,2726.3875365,8704.0618956,1783.7541164
2023-04-17,2023-S16,75,Nouvelle Aquitaine,15-64 ans,512.35684147,904.08805031,1321.4456297
2023-04-24,2023-S17,75,Nouvelle Aquitaine,00-14 ans,1907.4598678,6666.6666667,1412.6840998
2023-04-24,2023-S17,75,Nouvelle Aquitaine,Tous âges,679.2979364,958.55652664,1185.2776045
2023-05-01,2023-S18,75,Nouvelle Aquitaine,Tous âges,753.54932654,1185.770751,1230.4250559
2023-05-22,2023-S21,75,Nouvelle Aquitaine,65 ans ou plus,223.45054687,294.33406917,991.73553719
2024-05-27,2024-S22,75,Nouvelle Aquitaine,15-64 ans,595.76799288,772.62693157,621.99604184
2024-06-03,2024-S23,75,Nouvelle Aquitaine,15-64 ans,686.69527897,746.0035524,657.8006578
2024-06-17,2024-S25,75,Nouvelle Aquitaine,65 ans ou plus,201.11203123,269.39655172,329.4892916
2024-06-24,2024-S26,75,Nouvelle Aquitaine,15-64 ans,570.84215252,828.82882883,478.26086957
2024-07-01,2024-S27,75,Nouvelle Aquitaine,00-14 ans,2067.4858592,6504.0650407,959.23261391
2024-07-01,2024-S27,75,Nouvelle Aquitaine,15-64 ans,426.20156055,796.52425778,457.99341634
2024-07-01,2024-S27,75,Nouvelle Aquitaine,Tous âges,619.37716263,890.99262147,574.18656903
2024-07-08,2024-S28,75,Nouvelle Aquitaine,Tous âges,589.05750799,723.01827264,573.3005733
2024-07-15,2024-S29,75,Nouvelle Aquitaine,Tous âges,499.70412256,651.02400651,564.17489422
2024-07-29,2024-S31,75,Nouvelle Aquitaine,15-64 ans,384.08449859,517.41979993,357.69034236
2024-07-29,2024-S31,75,Nouvelle Aquitaine,65 ans ou plus,108.40108401,102.96010296,72.516316171
2024-08-05,2024-S32,75,Nouvelle Aquitaine,00-14 ans,1020.9978809,3046.5949821,577.85888078
2021-08-09,2021-S32,75,Nouvelle Aquitaine,65 ans ou plus,72.472520836,80.906148867,768.77587226
2021-08-23,2021-S34,75,Nouvelle Aquitaine,65 ans ou plus,113.55034065,162.64570344,310.17369727
2021-08-30,2021-S35,75,Nouvelle Aquitaine,00-14 ans,1102.4007839,4347.826087,1975.8507135
2021-09-13,2021-S37,75,Nouvelle Aquitaine,65 ans ou plus,76.824583867,85.445741954,357.65379113
2021-09-13,2021-S37,75,Nouvelle Aquitaine,Tous âges,1369.5387529,2677.2999146,1723.970001
2021-09-20,2021-S38,75,Nouvelle Aquitaine,Tous âges,1394.3752321,2654.3804153,2406.124681
2021-09-27,2021-S39,75,Nouvelle Aquitaine,00-14 ans,5137.7633712,25186.289121,3455.2845528
2021-09-27,2021-S39,75,Nouvelle Aquitaine,Tous âges,1535.6610955,2812.8430296,2202.7972028
2021-10-04,2021-S40,75,Nouvelle Aquitaine,Tous âges,1266.0758313,2173.0382294,2368.3695439
2021-10-18,2021-S42,75,Nouvelle Aquitaine,15-64 ans,734.11037414,1295.3367876,1913.0434783
2024-12-16,2024-S51,11,Île-de-France,00-14 ans,3456.9578771,8673.7035337,1790.1897601
2024-12-16,2024-S51,11,Île-de-France,15-64 ans,1023.8518721,1673.5492284,1736.5934982
2024-12-16,2024-S51,11,Île-de-France,65 ans ou plus,539.39642223,705.70284188,2672.2925457
2024-12-16,2024-S51,11,Île-de-France,Tous âges,1667.78411,2519.9600798,1845.743561
2024-12-23,2024-S52,11,Île-de-France,65 ans ou plus,596.19206359,730.61071562,3019.6629213
2024-12-23,2024-S52,11,Île-de-France,Tous âges,1704.9786878,2357.1058539,2113.2484422
2019-12-30,2020-S01,24,Centre-Val de Loire,Tous âges,905.6419043,981.87311178,2358.490566
2020-01-06,2020-S02,24,Centre-Val de Loire,65 ans ou plus,167.7852349,305.49898167,3064.0668524
2020-01-20,2020-S04,24,Centre-Val de Loire,65 ans ou plus,380.35961272,405.67951318,1582.278481
2020-01-20,2020-S04,24,Centre-Val de Loire,Tous âges,799.45568974,1298.7012987,1263.6899747
2020-02-03,2020-S06,24,Centre-Val de Loire,15-64 ans,628.32286129,1757.1884984,1020.4081633
2020-02-03,2020-S06,24,Centre-Val de Loire,65 ans ou plus,303.95136778,203.87359837,1993.3554817
2020-02-10,2020-S07,24,Centre-Val de Loire,15-64 ans,541.40127389,1104.1009464,1061.2638688
2020-02-10,2020-S07,24,Centre-Val de Loire,65 ans ou plus,442.32732222,724.63768116,1582.278481
2020-02-17,2020-S08,24,Centre-Val de Loire,15-64 ans,486.25083836,1305.0570962,1593.2521087
2020-02-17,2020-S08,24,Centre-Val de Loire,Tous âges,737.84336385,1332.5930039,1771.7107174
2020-02-24,2020-S09,24,Centre-Val de Loire,15-64 ans,564.29548564,1005.0251256,1372.8963685
2020-02-24,2020-S09,24,Centre-Val de Loire,65 ans ou plus,245.52788495,101.7293998,1955.3072626
2020-02-24,2020-S09,24,Centre-Val de Loire,Tous âges,668.83418486,454.02951192,1422.7642276
2020-03-02,2020-S10,24,Centre-Val de Loire,00-14 ans,1122.1406992,595.23809524,1189.0606421
2020-03-16,2020-S12,24,Centre-Val de Loire,00-14 ans,3403.8638454,7874.015748,3252.0325203
2020-03-16,2020-S12,24,Centre-Val de Loire,15-64 ans,1344.3935927,2409.6385542,1476.2516046
2020-03-16,2020-S12,24,Centre-Val de Loire,65 ans ou plus,390.625,294.11764706,1851.8518519
2020-03-16,2020-S12,24,Centre-Val de Loire,Tous âges,1427.4509804,1839.0804598,1890.941073
2020-03-23,2020-S13,24,Centre-Val de Loire,Tous âges,1098.7153482,555.1149881,1620.22035
2020-04-06,2020-S15,24,Centre-Val de Loire,00-14 ans,1509.054326,2500.0,0.0
2020-04-06,2020-S15,24,Centre-Val de Loire,65 ans ou plus,350.70140281,550.96418733,881.05726872
2020-04-06,2020-S15,24,Centre-Val de Loire,Tous âges,704.55612964,557.32484076,529.9015897
2020-04-13,2020-S16,24,Centre-Val de Loire,65 ans ou plus,197.14144899,139.66480447,1945.5252918
2020-04-20,2020-S17,24,Centre-Val de Loire,15-64 ans,437.31778426,408.16326531,782.12290503
2020-04-20,2020-S17,24,Centre-Val de Loire,Tous âges,350.30988952,225.73363431,614.43932412
2020-04-27,2020-S18,24,Centre-Val de Loire,00-14 ans,795.22862823,3846.1538462,2427.184466
2020-04-27,2020-S18,24,Centre-Val de Loire,15-64 ans,390.625,773.69439072,584.22590068
2021-07-19,2021-S29,24,Centre-Val de Loire,15-64 ans,582.49599534,677.50677507,1654.4117647
2021-07-19,2021-S29,24,Centre-Val de Loire,65 ans ou plus,97.118808676,187.2659176,303.03030303
2021-07-26,2021-S30,24,Centre-Val de Loire,00-14 ans,1488.218272,2643.1718062,804.82897384
2021-08-02,2021-S31,24,Centre-Val de Loire,00-14 ans,1946.2465246,1052.6315789,1265.8227848
2021-08-09,2021-S32,24,Centre-Val de Loire,65 ans ou plus,128.61736334,98.135426889,0.0
2021-08-09,2021-S32,24,Centre-Val de Loire,Tous âges,472.28657993,480.76923077,801.52671756
2021-08-16,2021-S33,24,Centre-Val de Loire,00-14 ans,1248.199712,2475.2475248,1542.4164524
2021-08-16,2021-S33,24,Centre-Val de Loire,65 ans ou plus,100.26737968,300.0,617.28395062
2021-08-30,2021-S35,24,Centre-Val de Loire,15-64 ans,443.59949303,589.10162003,468.99426785
2021-09-06,2021-S36,24,Centre-Val de Loire,00-14 ans,1939.9707174,6827.3092369,1919.3857965
2021-09-13,2021-S37,24,Centre-Val de Loire,65 ans ou plus,36.114120621,0.0,505.05050505
2021-09-13,2021-S37,24,Centre-Val de Loire,Tous âges,1111.6330045,1569.8587127,1566.8523677
2021-09-20,2021-S38,24,Centre-Val de Loire,15-64 ans,687.383646,660.50198151,1288.6597938
2021-09-27,2021-S39,24,Centre-Val de Loire,00-14 ans,3137.4786081,9278.3505155,1907.3569482
2021-09-27,2021-S39,24,Centre-Val de Loire,65 ans ou plus,103.16368638,198.41269841,1818.1818182
2021-09-27,2021-S39,24,Centre-Val de Loire,Tous âges,1306.3952605,1679.0123457,1897.1178402
2021-10-11,2021-S41,24,Centre-Val de Loire,00-14 ans,3518.6129526,9677.4193548,2014.8462354
2021-10-11,2021-S41,24,Centre-Val de Loire,65 ans ou plus,101.79843909,92.764378479,460.82949309
2021-10-25,2021-S43,24,Centre-Val de Loire,00-14 ans,4573.2595398,11688.311688,1411.7647059
2021-11-01,2021-S44,24,Centre-Val de Loire,15-64 ans,740.85049637,1129.0322581,1401.141671
2021-11-01,2021-S44,24,Centre-Val de Loire,65 ans ou plus,225.22522523,293.25513196,398.4063745
2021-11-08,2021-S45,24,Centre-Val de Loire,65 ans ou plus,93.75,94.696969697,2334.6303502
2021-11-08,2021-S45,24,Centre-Val de Loire,Tous âges,972.79221766,1118.1332037,1416.4305949
2021-11-15,2021-S46,24,Centre-Val de Loire,00-14 ans,3417.5761057,11147.540984,1770.9563164
2021-11-29,2021-S48,24,Centre-Val de Loire,00-14 ans,3670.9190315,9144.5427729,1094.8905109
2021-12-06,2021-S49,24,Centre-Val de Loire,65 ans ou plus,194.36345967,90.334236676,584.79532164
2021-12-13,2021-S50,24,Centre-Val de Loire,Tous âges,1172.691963,1563.1978562,1187.5761267
2021-12-20,2021-S51,24,Centre-Val de Loire,00-14 ans,3146.9702042,4807.6923077,1212.7894157
2021-12-20,2021-S51,24,Centre-Val de Loire,65 ans ou plus,195.43973941,173.01038062,2202.6431718
2021-12-27,2021-S52,24,Centre-Val de Loire,65 ans ou plus,239.9520096,510.20408163,1242.2360248
2022-01-03,2022-S01,24,Centre-Val de Loire,15-64 ans,596.65871122,1428.5714286,460.82949309
2022-01-03,2022-S01,24,Centre-Val de Loire,65 ans ou plus,134.45378151,181.65304269,3097.3451327
2022-01-03,2022-S01,24,Centre-Val de Loire,Tous âges,699.9758629,1211.556384,718.0156658
2022-01-10,2022-S02,24,Centre-Val de Loire,Tous âges,767.39878275,490.19607843,805.04025201
2022-01-17,2022-S03,24,Centre-Val de Loire,00-14 ans,2579.0047221,8013.9372822,1203.2085561
2022-01-17,2022-S03,24,Centre-Val de Loire,65 ans ou plus,97.911227154,162.60162602,0.0
2022-01-31,2022-S05,24,Centre-Val de Loire,Tous âges,729.09915749,1123.5955056,563.18197818
2022-02-14,2022-S07,24,Centre-Val de Loire,00-14 ans,1465.2014652,3225.8064516,762.19512195
2022-02-14,2022-S07,24,Centre-Val de Loire,Tous âges,514.57975986,658.20404325,705.60564485
2022-02-21,2022-S08,24,Centre-Val de Loire,65 ans ou plus,101.76390773,92.678405931,934.57943925
2022-02-28,2022-S09,24,Centre-Val de Loire,00-14 ans,2733.0779055,5479.4520548,1138.952164
2022-03-07,2022-S10,24,Centre-Val de Loire,65 ans ou plus,62.814070352,177.46228926,1923.0769231
2022-03-14,2022-S11,24,Centre-Val de Loire,Tous âges,966.31146998,1267.4825175,619.90212072
2022-03-21,2022-S12,24,Centre-Val de Loire,15-64 ans,396.72044433,837.98882682,1097.7522216
2022-03-21,2022-S12,24,Centre-Val de Loire,65 ans ou plus,30.321406913,0.0,1500.0
2022-04-04,2022-S14,24,Centre-Val de Loire,15-64 ans,434.24317618,778.81619938,1013.024602
2022-04-11,2022-S15,24,Centre-Val de Loire,00-14 ans,1797.1014493,5487.804878,787.4015748
2022-04-11,2022-S15,24,Centre-Val de Loire,65 ans ou plus,205.70085219,246.91358025,1333.3333333
2022-04-18,2022-S16,24,Centre-Val de Loire,00-14 ans,1565.1015651,2302.6315789,974.02597403
2022-04-18,2022-S16,24,Centre-Val de Loire,15-64 ans,432.16545763,1101.9283747,888.88888889
2022-04-18,2022-S16,24,Centre-Val de Loire,65 ans ou plus,249.76584452,358.74439462,0.0
2022-04-25,2022-S17,24,Centre-Val de Loire,Tous âges,650.24479804,884.95575221,842.91187739
2023-07-24,2023-S30,24,Centre-Val de Loire,15-64 ans,283.79387603,198.01980198,930.23255814
2023-08-14,2023-S33,24,Centre-Val de Loire,00-14 ans,1257.8616352,2816.9014085,1200.0
2023-08-14,2023-S33,24,Centre-Val de Loire,15-64 ans,451.10359272,340.52213394,1538.4615385
2023-08-21,2023-S34,24,Centre-Val de Loire,Tous âges,494.33222535,209.55574183,751.25208681
2023-09-04,2023-S36,24,Centre-Val de Loire,Tous âges,712.55187534,966.54275093,1259.6221134
2023-10-09,2023-S41,24,Centre-Val de Loire,Tous âges,1373.8828865,1527.8283012,1459.8540146
2023-10-30,2023-S44,24,Centre-Val de Loire,Tous âges,1136.1843143,1166.0635304,2423.4693878
2023-11-06,2023-S45,24,Centre-Val de Loire,65 ans ou plus,220.75055188,81.699346405,1398.6013986
2023-11-13,2023-S46,24,Centre-Val de Loire,00-14 ans,5925.5631734,10784.313725,3625.9541985
2023-11-27,2023-S48,24,Centre-Val de Loire,15-64 ans,724.86119679,972.97297297,1175.2136752
2022-11-07,2022-S45,11,Île-de-France,15-64 ans,755.07069024,1024.9307479,1899.001266
2022-11-07,2022-S45,11,Île-de-France,65 ans ou plus,413.5021097,409.34264387,2177.9713752
2022-11-14,2022-S46,11,Île-de-France,Tous âges,2225.6642108,3998.8180833,2432.9726377
2022-11-21,2022-S47,11,Île-de-France,00-14 ans,5966.4099471,16390.041494,3267.003267
2022-11-21,2022-S47,11,Île-de-France,15-64 ans,1013.5135135,1976.284585,1932.8117809
2022-11-21,2022-S47,11,Île-de-France,65 ans ou plus,415.94454073,496.57129345,2370.3703704
2022-11-21,2022-S47,11,Île-de-France,Tous âges,2402.9163362,4196.7415962,2605.0080775
2022-11-28,2022-S48,11,Île-de-France,00-14 ans,5111.9232526,13257.379596,2515.0439747
2022-11-28,2022-S48,11,Île-de-France,15-64 ans,1052.847825,1953.2324622,1782.9781307
2022-12-05,2022-S49,11,Île-de-France,15-64 ans,1318.3849784,2405.2065648,1886.3210493
2022-12-12,2022-S50,11,Île-de-France,00-14 ans,3654.7502883,9640.6160867,1635.8463727
2022-12-12,2022-S50,11,Île-de-France,Tous âges,1869.5618092,2808.988764,1936.8051492
2022-12-26,2022-S52,11,Île-de-France,15-64 ans,981.17896808,1759.5307918,2333.7790203
2022-12-26,2022-S52,11,Île-de-France,65 ans ou plus,720.94378095,645.42993962,3587.6705407
2023-01-02,2023-S01,11,Île-de-France,00-14 ans,2224.351516,6331.1688312,1354.459494
2023-01-02,2023-S01,11,Île-de-France,65 ans ou plus,427.59641477,535.11705686,2794.1966685
2023-01-02,2023-S01,11,Île-de-France,Tous âges,998.66440019,1579.5090715,1734.8123307
2023-01-09,2023-S02,11,Île-de-France,00-14 ans,3016.1929252,9042.5531915,2144.8894725
2023-01-09,2023-S02,11,Île-de-France,Tous âges,1112.0463595,1818.9934159,1726.8901466
2023-01-16,2023-S03,11,Île-de-France,65 ans ou plus,367.68171962,470.58823529,1425.3563391
2023-01-23,2023-S04,11,Île-de-France,00-14 ans,4017.7471038,12574.850299,2023.1745448
2023-01-23,2023-S04,11,Île-de-France,65 ans ou plus,284.35149514,303.03030303,1607.9632466
2023-01-30,2023-S05,11,Île-de-France,65 ans ou plus,508.02866733,534.48714686,1724.137931
2023-02-06,2023-S06,11,Île-de-France,00-14 ans,3436.7895099,8902.2757697,1993.1271478
2023-02-06,2023-S06,11,Île-de-France,15-64 ans,902.1458556,1421.1533206,1490.5331006
2023-02-13,2023-S07,11,Île-de-France,00-14 ans,3237.1533442,9782.6086957,1861.8042226
2023-02-13,2023-S07,11,Île-de-France,15-64 ans,855.9893704,1158.6206897,1755.1755176
2023-02-20,2023-S08,11,Île-de-France,Tous âges,1314.9790589,1826.2250454,1925.872093
2023-05-15,2023-S20,11,Île-de-France,65 ans ou plus,372.17545414,369.97885835,1217.8619756
2023-05-15,2023-S20,11,Île-de-France,Tous âges,1160.1675798,1888.0800728,1733.2524482
2023-05-22,2023-S21,11,Île-de-France,Tous âges,1199.4675464,1961.8411124,1747.9536153
2023-06-05,2023-S23,11,Île-de-France,00-14 ans,4475.7301954,12394.195889,2664.8900733
2023-06-12,2023-S24,11,Île-de-France,65 ans ou plus,457.22324804,547.44525547,1411.4326041
2023-06-12,2023-S24,11,Île-de-France,Tous âges,1937.9251819,2722.5583405,2171.6230451
2023-06-19,2023-S25,11,Île-de-France,00-14 ans,2418.2788526,6369.4267516,2176.8707483
2023-06-19,2023-S25,11,Île-de-France,15-64 ans,1165.1962999,1063.3036597,1346.6334165
2023-06-19,2023-S25,11,Île-de-France,Tous âges,1356.6518114,1565.2173913,1640.9912927
2023-07-03,2023-S27,11,Île-de-France,00-14 ans,2773.8172391,7440.4761905,1781.8444498
2023-07-03,2023-S27,11,Île-de-France,65 ans ou plus,225.66995769,196.07843137,543.05663305
2023-07-03,2023-S27,11,Île-de-France,Tous âges,1204.2517781,1593.5334873,1560.2961918
2023-07-10,2023-S28,11,Île-de-France,00-14 ans,2516.7181995,6186.440678,1940.9513395
2023-07-10,2023-S28,11,Île-de-France,15-64 ans,1036.7552508,824.09775504,1673.1933072
2023-07-31,2023-S31,11,Île-de-France,15-64 ans,645.79939493,594.12132583,1140.6133134
2023-07-31,2023-S31,11,Île-de-France,65 ans ou plus,235.01762632,227.46659084,935.82887701
2023-08-07,2023-S32,11,Île-de-France,65 ans ou plus,336.03308633,266.80896478,1573.3165513
2023-08-07,2023-S32,11,Île-de-France,Tous âges,782.05722022,822.83363332,1535.4379069
2023-08-14,2023-S33,11,Île-de-France,15-64 ans,594.05400986,842.43369735,765.30612245
2023-08-14,2023-S33,11,Île-de-France,65 ans ou plus,182.59281802,225.41561003,915.03267974
2023-08-21,2023-S34,11,Île-de-France,15-64 ans,661.47965408,712.8007128,1295.8599798
2023-08-28,2023-S35,11,Île-de-France,65 ans ou plus,256.92263774,228.05017104,972.89784573
2023-08-28,2023-S35,11,Île-de-France,Tous âges,905.21396709,1142.6465168,1374.8191027
2023-09-04,2023-S36,11,Île-de-France,15-64 ans,649.28628073,846.37086432,1202.2194821
2023-09-18,2023-S38,11,Île-de-France,Tous âges,2289.1700885,4070.0723802,2242.1852176
2023-09-25,2023-S39,11,Île-de-France,00-14 ans,5730.5060896,18099.547511,3435.9071172
2023-09-25,2023-S39,11,Île-de-France,15-64 ans,1055.7212517,1469.4894147,1638.8964764
2022-04-25,2022-S17,44,Grand Est,Tous âges,411.842412,512.82051282,482.06710374
2022-05-02,2022-S18,44,Grand Est,00-14 ans,2265.9609659,5100.4636785,1590.3307888
2022-05-23,2022-S21,44,Grand Est,00-14 ans,1893.5837246,6250.0,1137.9153391
2022-05-23,2022-S21,44,Grand Est,15-64 ans,456.81354979,697.35006974,1609.5990635
2022-05-23,2022-S21,44,Grand Est,Tous âges,736.72400898,1077.0659239,1261.0929472
2022-05-30,2022-S22,44,Grand Est,00-14 ans,1823.9492466,4898.6486486,850.15940489
2022-05-30,2022-S22,44,Grand Est,Tous âges,746.54583271,757.04225352,798.91211967
2022-06-06,2022-S23,44,Grand Est,00-14 ans,1316.5859564,3318.2503771,1553.6723164
2022-06-06,2022-S23,44,Grand Est,15-64 ans,315.2844414,409.27694407,1093.0576071
2022-06-06,2022-S23,44,Grand Est,Tous âges,535.17099813,698.17400644,1145.9493872
2022-06-20,2022-S25,44,Grand Est,15-64 ans,342.80440372,434.40486533,599.55822026
2022-06-20,2022-S25,44,Grand Est,65 ans ou plus,141.19861939,72.124053372,287.35632184
2022-06-27,2022-S26,44,Grand Est,Tous âges,526.78438938,475.66776436,819.67213115
2022-07-04,2022-S27,44,Grand Est,00-14 ans,1333.5475578,2254.4283414,657.89473684
2022-07-11,2022-S28,44,Grand Est,00-14 ans,1248.6621477,2758.6206897,1326.5306122
2022-07-11,2022-S28,44,Grand Est,65 ans ou plus,60.105184072,69.03693476,992.28224917
2022-07-18,2022-S29,44,Grand Est,15-64 ans,293.99110856,424.12818096,508.42071814
2022-07-25,2022-S30,44,Grand Est,00-14 ans,618.51556265,1603.2064128,496.80624556
2022-07-25,2022-S30,44,Grand Est,15-64 ans,259.60539979,423.13117066,316.95721078
2022-07-25,2022-S30,44,Grand Est,65 ans ou plus,63.351282863,0.0,863.30935252
2022-07-25,2022-S30,44,Grand Est,Tous âges,282.18979279,320.21096252,436.18433529
2022-08-15,2022-S33,44,Grand Est,00-14 ans,571.1674663,1252.6096033,579.47019868
2022-08-22,2022-S34,44,Grand Est,65 ans ou plus,101.30001688,114.54753723,438.59649123
2022-08-29,2022-S35,44,Grand Est,00-14 ans,810.87004164,2000.0,1334.3799058
2022-09-05,2022-S36,44,Grand Est,00-14 ans,2973.9776952,9310.3448276,1361.3861386
2022-09-05,2022-S36,44,Grand Est,15-64 ans,297.52822704,333.96946565,568.56187291
2022-09-05,2022-S36,44,Grand Est,Tous âges,825.82894136,1222.034217,767.60698522
2022-09-12,2022-S37,44,Grand Est,00-14 ans,3229.6650718,12643.678161,1267.6056338
2022-09-12,2022-S37,44,Grand Est,65 ans ou plus,66.258075203,106.08203678,337.83783784
2022-09-12,2022-S37,44,Grand Est,Tous âges,1021.3518839,1665.7710908,886.46437095
2022-09-19,2022-S38,44,Grand Est,00-14 ans,2313.6246787,7532.0512821,1788.6855241
2022-09-26,2022-S39,44,Grand Est,65 ans ou plus,60.947737315,65.167807103,281.69014085
2022-09-26,2022-S39,44,Grand Est,Tous âges,882.37611282,1241.4757825,1188.9035667
2022-10-03,2022-S40,44,Grand Est,00-14 ans,2577.9376499,9284.6270928,1353.0135301
2022-10-03,2022-S40,44,Grand Est,65 ans ou plus,104.5088086,193.61084221,998.57346648
2022-10-10,2022-S41,44,Grand Est,65 ans ou plus,139.7515528,245.44179523,558.65921788
2022-10-10,2022-S41,44,Grand Est,Tous âges,934.29776974,1210.1797473,1034.5330031
2022-10-17,2022-S42,44,Grand Est,65 ans ou plus,180.04501125,130.89005236,781.25
2022-10-17,2022-S42,44,Grand Est,Tous âges,1046.1471167,1560.6446141,1031.0796877
2022-10-24,2022-S43,44,Grand Est,Tous âges,1091.7685901,1543.5888441,1369.4507148
2022-10-31,2022-S44,44,Grand Est,15-64 ans,430.37196434,736.01570167,791.97465681
2022-10-31,2022-S44,44,Grand Est,65 ans ou plus,112.19746754,109.72933431,254.45292621
2022-11-07,2022-S45,44,Grand Est,15-64 ans,389.13474744,454.08678103,1079.4896958
2022-11-07,2022-S45,44,Grand Est,Tous âges,877.22703101,957.19703811,1191.5795048
2022-11-14,2022-S46,44,Grand Est,15-64 ans,411.80507893,687.28522337,799.36051159
2022-11-14,2022-S46,44,Grand Est,65 ans ou plus,155.64202335,206.18556701,599.70014993
2022-11-21,2022-S47,44,Grand Est,65 ans ou plus,214.0018343,172.77125086,1455.6040757
2022-11-28,2022-S48,44,Grand Est,Tous âges,1233.220561,1612.3499142,1587.5327702
2022-12-19,2022-S51,44,Grand Est,65 ans ou plus,245.7002457,289.93911279,1656.8047337
2022-12-26,2022-S52,44,Grand Est,00-14 ans,1889.0200708,3868.1948424,955.27572731
2021-02-15,2021-S07,44,Grand Est,15-64 ans,385.16660695,595.510765,578.03468208
2021-02-15,2021-S07,44,Grand Est,65 ans ou plus,87.336244541,101.83299389,622.66500623
2021-02-22,2021-S08,44,Grand Est,00-14 ans,1429.9332698,4347.826087,923.4828496
2021-02-22,2021-S08,44,Grand Est,65 ans ou plus,89.734386217,35.310734463,0.0
2021-02-22,2021-S08,44,Grand Est,Tous âges,433.63045049,589.64437074,586.80696074
2021-03-01,2021-S09,44,Grand Est,15-64 ans,216.07994958,332.85782216,575.59478127
2021-03-01,2021-S09,44,Grand Est,65 ans ou plus,90.909090909,140.69644741,245.39877301
2021-03-08,2021-S10,44,Grand Est,00-14 ans,836.82008368,3362.8318584,852.05267235
2021-03-15,2021-S11,44,Grand Est,00-14 ans,1578.1922525,3993.344426,1086.9565217
2021-03-15,2021-S11,44,Grand Est,65 ans ou plus,90.155066715,170.01020061,543.47826087
2021-03-15,2021-S11,44,Grand Est,Tous âges,492.94810352,556.52173913,546.7800729
2021-03-22,2021-S12,44,Grand Est,65 ans ou plus,125.1788269,67.521944632,681.19891008
2021-03-22,2021-S12,44,Grand Est,Tous âges,512.70718232,647.80088646,679.86402719
2021-03-29,2021-S13,44,Grand Est,Tous âges,922.00981221,847.88029925,1401.296199
2021-04-12,2021-S15,44,Grand Est,15-64 ans,286.27661478,274.97708524,596.12518629
2021-04-19,2021-S16,44,Grand Est,65 ans ou plus,122.05754141,170.35775128,372.67080745
2021-04-26,2021-S17,44,Grand Est,00-14 ans,873.25938164,2594.8103792,1063.8297872
2021-04-26,2021-S17,44,Grand Est,15-64 ans,185.20077448,221.33687472,795.22862823
2021-04-26,2021-S17,44,Grand Est,65 ans ou plus,158.92636412,139.51866062,364.0776699
2021-04-26,2021-S17,44,Grand Est,Tous âges,312.22737499,390.97209881,760.45627376
2021-05-03,2021-S18,44,Grand Est,00-14 ans,1186.8795857,4054.0540541,1558.203483
2021-05-03,2021-S18,44,Grand Est,65 ans ou plus,90.073860566,36.96857671,119.47431302
2021-05-10,2021-S19,44,Grand Est,00-14 ans,1722.3272422,5123.9669421,1521.4384509
2021-05-17,2021-S20,44,Grand Est,00-14 ans,1755.7251908,5263.1578947,1588.4476534
2021-05-24,2021-S21,44,Grand Est,00-14 ans,1627.4864376,4700.8547009,1543.2098765
2021-05-31,2021-S22,44,Grand Est,Tous âges,840.10628321,1168.8764829,1136.5902293
2021-06-07,2021-S23,44,Grand Est,15-64 ans,518.6363322,614.8440931,939.84962406
2021-06-14,2021-S24,44,Grand Est,00-14 ans,1806.0973848,6392.0454545,1162.0795107
2021-06-14,2021-S24,44,Grand Est,65 ans ou plus,145.1144792,205.12820513,393.18479685
2021-06-14,2021-S24,44,Grand Est,Tous âges,782.48954277,1101.5082189,1049.7667185
2021-06-21,2021-S25,44,Grand Est,15-64 ans,478.85614082,562.04063986,803.21285141
2021-06-21,2021-S25,44,Grand Est,65 ans ou plus,118.76484561,110.21307862,283.28611898
2021-06-28,2021-S26,44,Grand Est,00-14 ans,1842.9211161,5111.8210863,1792.3362176
2021-06-28,2021-S26,44,Grand Est,65 ans ou plus,203.32090817,145.98540146,134.22818792
